Study	RUN_ID	Run	RunStudy	RunSpecies	Rate	Dataset	Aligner	Species	Replicate	Version	Description	CPU	RAM	Time	IO_out	IO_in	COMMAND
Baruzzo	STAR 2.7.10a default baruzzo_human_t2r1	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default human	T2	human T2 R1	STAR	human	1	2.7.10a	default	1608	30.17499161	1.461666667	7.30255127	21.81175232	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_GRCH37_baruzzo_default.idx --readFilesIn baruzzo_human_t2r1.forward.trimmed.fasta baruzzo_human_t2r1.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
Baruzzo	STAR 2.7.10a default baruzzo_human_t2r2	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default human	T2	human T2 R2	STAR	human	2	2.7.10a	default	1591	30.17197418	1.4695	7.302909851	23.30908203	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_GRCH37_baruzzo_default.idx --readFilesIn baruzzo_human_t2r2.forward.trimmed.fasta baruzzo_human_t2r2.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
Baruzzo	STAR 2.7.10a default baruzzo_human_t2r3	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default human	T2	human T2 R3	STAR	human	3	2.7.10a	default	1552	30.17111206	1.5175	7.303352356	20.53295898	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_GRCH37_baruzzo_default.idx --readFilesIn baruzzo_human_t2r3.forward.trimmed.fasta baruzzo_human_t2r3.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
Baruzzo	STAR 2.7.10a default baruzzo_human_t3r1	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default human	T3	human T3 R1	STAR	human	1	2.7.10a	default	1809	30.14447021	2.383666667	6.195297241	18.58595276	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_GRCH37_baruzzo_default.idx --readFilesIn baruzzo_human_t3r1.forward.trimmed.fasta baruzzo_human_t3r1.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
Baruzzo	STAR 2.7.10a default baruzzo_human_t3r2	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default human	T3	human T3 R2	STAR	human	2	2.7.10a	default	1792	30.14596176	2.409833333	6.195495605	18.51161194	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_GRCH37_baruzzo_default.idx --readFilesIn baruzzo_human_t3r2.forward.trimmed.fasta baruzzo_human_t3r2.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
Baruzzo	STAR 2.7.10a default baruzzo_human_t3r3	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default human	T3	human T3 R3	STAR	human	3	2.7.10a	default	1774	30.14562988	2.432166667	6.193626404	21.75232697	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_GRCH37_baruzzo_default.idx --readFilesIn baruzzo_human_t3r3.forward.trimmed.fasta baruzzo_human_t3r3.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
Baruzzo	STAR 2.7.10a default baruzzo_malaria_t1r1	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default malaria	T1	malaria T1 R1	STAR	malaria	1	2.7.10a	default	2091	3.66973877	1.617333333	7.123970032	4.310516357	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_PFAL_SA11.idx --readFilesIn baruzzo_malaria_t1r1.forward.trimmed.fasta baruzzo_malaria_t1r1.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
Baruzzo	STAR 2.7.10a default baruzzo_malaria_t1r2	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default malaria	T1	malaria T1 R2	STAR	malaria	2	2.7.10a	default	2074	3.665649414	1.6335	7.123161316	4.310501099	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_PFAL_SA11.idx --readFilesIn baruzzo_malaria_t1r2.forward.trimmed.fasta baruzzo_malaria_t1r2.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
Baruzzo	STAR 2.7.10a default baruzzo_malaria_t1r3	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default malaria	T1	malaria T1 R3	STAR	malaria	3	2.7.10a	default	2083	3.668964386	1.626833333	7.124725342	4.800964355	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_PFAL_SA11.idx --readFilesIn baruzzo_malaria_t1r3.forward.trimmed.fasta baruzzo_malaria_t1r3.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
Baruzzo	STAR 2.7.10a default baruzzo_malaria_t2r1	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default malaria	T2	malaria T2 R1	STAR	malaria	1	2.7.10a	default	2168	3.668121338	5.345166667	7.235038757	4.310577393	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_PFAL_SA11.idx --readFilesIn baruzzo_malaria_t2r1.forward.trimmed.fasta baruzzo_malaria_t2r1.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
Baruzzo	STAR 2.7.10a default baruzzo_malaria_t2r2	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default malaria	T2	malaria T2 R2	STAR	malaria	2	2.7.10a	default	2153	3.670688629	5.377666667	7.232330322	4.31098938	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_PFAL_SA11.idx --readFilesIn baruzzo_malaria_t2r2.forward.trimmed.fasta baruzzo_malaria_t2r2.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
Baruzzo	STAR 2.7.10a default baruzzo_malaria_t2r3	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default malaria	T2	malaria T2 R3	STAR	malaria	3	2.7.10a	default	2147	3.669399261	5.3795	7.230667114	4.310577393	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_PFAL_SA11.idx --readFilesIn baruzzo_malaria_t2r3.forward.trimmed.fasta baruzzo_malaria_t2r3.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
Baruzzo	STAR 2.7.10a default baruzzo_malaria_t3r1	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default malaria	T3	malaria T3 R1	STAR	malaria	1	2.7.10a	default	2174	3.672180176	35.505	6.033332825	4.312316895	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_PFAL_SA11.idx --readFilesIn baruzzo_malaria_t3r1.forward.trimmed.fasta baruzzo_malaria_t3r1.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
Baruzzo	STAR 2.7.10a default baruzzo_malaria_t3r2	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default malaria	T3	malaria T3 R2	STAR	malaria	2	2.7.10a	default	2183	3.672149658	35.32283333	6.047317505	4.344284058	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_PFAL_SA11.idx --readFilesIn baruzzo_malaria_t3r2.forward.trimmed.fasta baruzzo_malaria_t3r2.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
Baruzzo	STAR 2.7.10a default baruzzo_malaria_t3r3	STAR 2.7.10a default	STAR 2.7.10a default Baruzzo	STAR 2.7.10a default malaria	T3	malaria T3 R3	STAR	malaria	3	2.7.10a	default	2171	3.671485901	35.60033333	6.024276733	4.312324524	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_PFAL_SA11.idx --readFilesIn baruzzo_malaria_t3r3.forward.trimmed.fasta baruzzo_malaria_t3r3.reverse.trimmed.fasta --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
SimBA	STAR 2.7.10a default SimBA_human_t1	STAR 2.7.10a default	STAR 2.7.10a default SimBA	STAR 2.7.10a default human	T1	human T1 R1	STAR	human	1	2.7.10a	default	1147	30.18901062	0.930666667	12.55103302	24.78494263	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_GRCH37_baruzzo_default.idx --readFilesIn SimBA_human_t1.reads_1_val_1.fq SimBA_human_t1.reads_2_val_2.fq --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
SimBA	STAR 2.7.10a default SimBA_human_t2	STAR 2.7.10a default	STAR 2.7.10a default SimBA	STAR 2.7.10a default human	T2	human T2 R1	STAR	human	1	2.7.10a	default	1214	30.2126503	1.065666667	12.5140686	29.54866028	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_GRCH37_baruzzo_default.idx --readFilesIn SimBA_human_t2.reads_1_val_1.fq SimBA_human_t2.reads_2_val_2.fq --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
SimBA	STAR 2.7.10a default SimBA_human_t3	STAR 2.7.10a default	STAR 2.7.10a default SimBA	STAR 2.7.10a default human	T3	human T3 R1	STAR	human	1	2.7.10a	default	1453	30.1889801	1.269333333	12.51193237	34.58027649	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_GRCH37_baruzzo_default.idx --readFilesIn SimBA_human_t3.reads_1_val_1.fq SimBA_human_t3.reads_2_val_2.fq --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
SimBA	STAR 2.7.10a default SimBA_malaria_t1	STAR 2.7.10a default	STAR 2.7.10a default SimBA	STAR 2.7.10a default malaria	T1	malaria T1 R1	STAR	malaria	1	2.7.10a	default	2154	3.664398193	0.781833333	12.09870911	9.290679932	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_PFAL_SA11.idx --readFilesIn SimBA_malaria_t1.reads_1_val_1.fq SimBA_malaria_t1.reads_2_val_2.fq --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
SimBA	STAR 2.7.10a default SimBA_malaria_t2	STAR 2.7.10a default	STAR 2.7.10a default SimBA	STAR 2.7.10a default malaria	T2	malaria T2 R1	STAR	malaria	1	2.7.10a	default	2239	3.676773071	2.564833333	12.64324951	9.402549744	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_PFAL_SA11.idx --readFilesIn SimBA_malaria_t2.reads_1_val_1.fq SimBA_malaria_t2.reads_2_val_2.fq --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
SimBA	STAR 2.7.10a default SimBA_malaria_t3	STAR 2.7.10a default	STAR 2.7.10a default SimBA	STAR 2.7.10a default malaria	T3	malaria T3 R1	STAR	malaria	1	2.7.10a	default	2267	3.67539978	13.8045	11.04454041	9.579216003	/home/fberakdar/anaconda3/envs/env_RNAseqBench/bin/STAR --runMode alignReads --genomeDir star_2.7.10a_PFAL_SA11.idx --readFilesIn SimBA_malaria_t3.reads_1_val_1.fq SimBA_malaria_t3.reads_2_val_2.fq --outSAMtype SAM --outFileNamePrefix ./ --runThreadN 24
Baruzzo	STAR 2.7.10a default+TSJS baruzzo_human_t1r1	STAR 2.7.10a default+TSJS	STAR 2.7.10a default+TSJS Baruzzo	STAR 2.7.10a default+TSJS human	T1	human T1 R1	STAR	human	1	2.7.10a	default+TSJS	0	0.027858734	12.16933333	0.000236511	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/a5/aeb29efa01ec7d570caf6067083358:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/a5/aeb29efa01ec7d570caf6067083358:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix STAR__2.7.10a__default+TSJS__baruzzo_human_t1r1.sorted --batch 2048 --sam /workdir/STAR__2.7.10a__default__baruzzo_human_t1r1.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	STAR 2.7.10a default+TSJS baruzzo_human_t1r2	STAR 2.7.10a default+TSJS	STAR 2.7.10a default+TSJS Baruzzo	STAR 2.7.10a default+TSJS human	T1	human T1 R2	STAR	human	2	2.7.10a	default+TSJS	0	0.027412415	12.291	0.000236511	0.001586914	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/93/6f5b550f1d301b76ca5c804932779e:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/93/6f5b550f1d301b76ca5c804932779e:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix STAR__2.7.10a__default+TSJS__baruzzo_human_t1r2.sorted --batch 2048 --sam /workdir/STAR__2.7.10a__default__baruzzo_human_t1r2.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	STAR 2.7.10a default+TSJS baruzzo_human_t1r3	STAR 2.7.10a default+TSJS	STAR 2.7.10a default+TSJS Baruzzo	STAR 2.7.10a default+TSJS human	T1	human T1 R3	STAR	human	3	2.7.10a	default+TSJS	0	0.028316498	12.738	0.000236511	0.000282288	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/c0/21b5d7a7bf165cc5e9d0fb81a064ea:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/c0/21b5d7a7bf165cc5e9d0fb81a064ea:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix STAR__2.7.10a__default+TSJS__baruzzo_human_t1r3.sorted --batch 2048 --sam /workdir/STAR__2.7.10a__default__baruzzo_human_t1r3.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	STAR 2.7.10a default+TSJS baruzzo_human_t2r1	STAR 2.7.10a default+TSJS	STAR 2.7.10a default+TSJS Baruzzo	STAR 2.7.10a default+TSJS human	T2	human T2 R1	STAR	human	1	2.7.10a	default+TSJS	0	0.028697968	13.3555	0.000228882	0.04876709	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/c1/26bac27ea5811ec00e8f78d4e35672:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/c1/26bac27ea5811ec00e8f78d4e35672:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix STAR__2.7.10a__default+TSJS__baruzzo_human_t2r1.sorted --batch 2048 --sam /workdir/STAR__2.7.10a__default__baruzzo_human_t2r1.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	STAR 2.7.10a default+TSJS baruzzo_human_t2r2	STAR 2.7.10a default+TSJS	STAR 2.7.10a default+TSJS Baruzzo	STAR 2.7.10a default+TSJS human	T2	human T2 R2	STAR	human	2	2.7.10a	default+TSJS	0	0.027397156	12.273	0.000236511	7.62939453125e-06	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/66/8c0b2eeba26a17fe98ad012f93b161:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/66/8c0b2eeba26a17fe98ad012f93b161:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix STAR__2.7.10a__default+TSJS__baruzzo_human_t2r2.sorted --batch 2048 --sam /workdir/STAR__2.7.10a__default__baruzzo_human_t2r2.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	STAR 2.7.10a default+TSJS baruzzo_human_t2r3	STAR 2.7.10a default+TSJS	STAR 2.7.10a default+TSJS Baruzzo	STAR 2.7.10a default+TSJS human	T2	human T2 R3	STAR	human	3	2.7.10a	default+TSJS	0	0.028656006	12.2705	0.000228882	0.000213623	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/e1/ee56daf143f3ed293b2fa784fa9ed4:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/e1/ee56daf143f3ed293b2fa784fa9ed4:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix STAR__2.7.10a__default+TSJS__baruzzo_human_t2r3.sorted --batch 2048 --sam /workdir/STAR__2.7.10a__default__baruzzo_human_t2r3.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	STAR 2.7.10a default+TSJS baruzzo_human_t3r1	STAR 2.7.10a default+TSJS	STAR 2.7.10a default+TSJS Baruzzo	STAR 2.7.10a default+TSJS human	T3	human T3 R1	STAR	human	1	2.7.10a	default+TSJS	0	0.028491974	11.34566667	0.000228882	0.000488281	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/24/62fabeb6b694f77d32809d0f6ac87e:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/24/62fabeb6b694f77d32809d0f6ac87e:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix STAR__2.7.10a__default+TSJS__baruzzo_human_t3r1.sorted --batch 2048 --sam /workdir/STAR__2.7.10a__default__baruzzo_human_t3r1.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	STAR 2.7.10a default+TSJS baruzzo_human_t3r2	STAR 2.7.10a default+TSJS	STAR 2.7.10a default+TSJS Baruzzo	STAR 2.7.10a default+TSJS human	T3	human T3 R2	STAR	human	2	2.7.10a	default+TSJS	0	0.02740097	11.61683333	0.000228882	0.00012207	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/71/58a1824a9c75685a2eccdef72d0cb8:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/71/58a1824a9c75685a2eccdef72d0cb8:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix STAR__2.7.10a__default+TSJS__baruzzo_human_t3r2.sorted --batch 2048 --sam /workdir/STAR__2.7.10a__default__baruzzo_human_t3r2.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	STAR 2.7.10a default+TSJS baruzzo_human_t3r3	STAR 2.7.10a default+TSJS	STAR 2.7.10a default+TSJS Baruzzo	STAR 2.7.10a default+TSJS human	T3	human T3 R3	STAR	human	3	2.7.10a	default+TSJS	0	0.027915955	11.40933333	0.000228882	0.0051651	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/2e/90688975cf5dc019de00695a092039:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/2e/90688975cf5dc019de00695a092039:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix STAR__2.7.10a__default+TSJS__baruzzo_human_t3r3.sorted --batch 2048 --sam /workdir/STAR__2.7.10a__default__baruzzo_human_t3r3.sorted.bam --fasta /workdir/GRCh37.primary_assembly.genome.fa --gtf /workdir/simulator_config_geneinfo_hg19_GTF
Baruzzo	STAR 2.7.10a default+TSJS baruzzo_malaria_t1r1	STAR 2.7.10a default+TSJS	STAR 2.7.10a default+TSJS Baruzzo	STAR 2.7.10a default+TSJS malaria	T1	malaria T1 R1	STAR	malaria	1	2.7.10a	default+TSJS	0	0.028263092	4.117333333	3.814697265625e-05	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/00/912c480da389c5a01448bbadefc852:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/00/912c480da389c5a01448bbadefc852:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix STAR__2.7.10a__default+TSJS__baruzzo_malaria_t1r1.sorted --batch 2048 --sam /workdir/STAR__2.7.10a__default__baruzzo_malaria_t1r1.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	STAR 2.7.10a default+TSJS baruzzo_malaria_t1r2	STAR 2.7.10a default+TSJS	STAR 2.7.10a default+TSJS Baruzzo	STAR 2.7.10a default+TSJS malaria	T1	malaria T1 R2	STAR	malaria	2	2.7.10a	default+TSJS	0	0.027919769	5.224333333	4.57763671875e-05	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/11/b2783c0b6f34472199de327fad3b94:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/11/b2783c0b6f34472199de327fad3b94:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix STAR__2.7.10a__default+TSJS__baruzzo_malaria_t1r2.sorted --batch 2048 --sam /workdir/STAR__2.7.10a__default__baruzzo_malaria_t1r2.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	STAR 2.7.10a default+TSJS baruzzo_malaria_t1r3	STAR 2.7.10a default+TSJS	STAR 2.7.10a default+TSJS Baruzzo	STAR 2.7.10a default+TSJS malaria	T1	malaria T1 R3	STAR	malaria	3	2.7.10a	default+TSJS	0	0.027732849	4.164833333	3.814697265625e-05	0.000205994	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/63/f3f696942499bb25d44e25fd15adab:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/63/f3f696942499bb25d44e25fd15adab:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix STAR__2.7.10a__default+TSJS__baruzzo_malaria_t1r3.sorted --batch 2048 --sam /workdir/STAR__2.7.10a__default__baruzzo_malaria_t1r3.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	STAR 2.7.10a default+TSJS baruzzo_malaria_t2r1	STAR 2.7.10a default+TSJS	STAR 2.7.10a default+TSJS Baruzzo	STAR 2.7.10a default+TSJS malaria	T2	malaria T2 R1	STAR	malaria	1	2.7.10a	default+TSJS	0	0.02803421	4.6235	6.866455078125e-05	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/56/787966d04e5c29830afbf1f267ea11:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/56/787966d04e5c29830afbf1f267ea11:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix STAR__2.7.10a__default+TSJS__baruzzo_malaria_t2r1.sorted --batch 2048 --sam /workdir/STAR__2.7.10a__default__baruzzo_malaria_t2r1.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	STAR 2.7.10a default+TSJS baruzzo_malaria_t2r2	STAR 2.7.10a default+TSJS	STAR 2.7.10a default+TSJS Baruzzo	STAR 2.7.10a default+TSJS malaria	T2	malaria T2 R2	STAR	malaria	2	2.7.10a	default+TSJS	0	0.027755737	4.312833333	6.866455078125e-05	0	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/2b/a5733f6de49cedac6f8888498f75b1:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/2b/a5733f6de49cedac6f8888498f75b1:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix STAR__2.7.10a__default+TSJS__baruzzo_malaria_t2r2.sorted --batch 2048 --sam /workdir/STAR__2.7.10a__default__baruzzo_malaria_t2r2.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
Baruzzo	STAR 2.7.10a default+TSJS baruzzo_malaria_t2r3	STAR 2.7.10a default+TSJS	STAR 2.7.10a default+TSJS Baruzzo	STAR 2.7.10a default+TSJS malaria	T2	malaria T2 R3	STAR	malaria	3	2.7.10a	default+TSJS	0	0.028747559	4.2925	6.866455078125e-05	0.000259399	docker run --gpus all --ipc=host --ulimit memlock=-1 --ulimit stack=67108864 --rm --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/b1/c73d3b6cf8485ee9fe4d771978d154:/workdir --volume /data/RNAseqBenchmark/nextflow_Tuned_STAR_HISAT2_minimap2/work/b1/c73d3b6cf8485ee9fe4d771978d154:/outputdir nvcr.io/nvidia/clara/clara-parabricks-deepsap:v0.0.1 --out /outputdir/ --prefix STAR__2.7.10a__default+TSJS__baruzzo_malaria_t2r3.sorted --batch 2048 --sam /workdir/STAR__2.7.10a__default__baruzzo_malaria_t2r3.sorted.bam --fasta /workdir/genome_sequence_pfal.fa --gtf /workdir/simulator_config_geneinfo_pfal_GTF
